filename,group,treatment,day,mean_nucleus_area,std_nucleus_area,mean_eccentricity,num_objects,mean_nn_distance,std_nn_distance,mean_intensity,edge_mean,edge_std
G4_10x_D5_F2_T4,G4,4,1,792.9398410896708,543.6091603311045,0.7653583428275046,881,1184.0141525294455,565.7891081195565,0.45684367076472543,0.027502116584271947,0.02381266450029087
G2_10x_D3_F1_T2,G2,2,1,1233.6781609195402,783.2426942490323,0.7337918417736013,609,1173.151543878173,565.6772120563169,0.339175121572241,0.02408946588862802,0.021615553615933494
G5_10x_F8_F2_T4,G5,4,1,1674.5849582172702,9831.496938016357,0.7994351274401966,359,1088.7605542634958,544.1647305935205,0.3262896450896735,0.016663506787309733,0.020278247548903637
G10_20x_F1_F1_T3,G10,3,1,366.47297297297297,418.7120768781262,0.5814891351800077,148,1186.916731272701,571.3276577717529,0.21203384252743054,0.06303055026454989,0.05825415012390036
G5_10x_E8_F1_T3,G5,3,1,22421.222222222223,45549.2109957956,0.6748876820841034,36,934.544484018224,547.9070021081023,0.5758874451296607,0.027391100939862533,0.03979841609126409
G2_10x_D4_F1_T2,G2,2,1,1178.1027397260275,605.3316777845681,0.7237984546122826,730,1154.664488535558,559.7990970549109,0.48359636365510983,0.03462670432720598,0.028108881855665006
G1_10x_B5_F4_T1,G1,1,1,1882.2097902097903,581.7063139663757,0.5674599188488039,143,1189.9166197682716,564.5723910111625,0.6723725961933817,0.023171453479052553,0.023057164293260206
G4_10x_B6_F3_T2,G4,2,1,470.12345679012344,318.52258802070634,0.5259853526502297,162,1180.3886375676575,562.809519738726,0.5310168698549982,0.02985347127280791,0.02316538891618438
G6_10x_D4_F1_T5,G6,5,1,1025.6831072749692,569.2836994022764,0.7341638285740609,811,1179.6353825806139,565.97337528062,0.3908915985418065,0.023032906099774993,0.016382902351015378
G6_10x_C4_F2_T3,G6,3,1,1076.803870967742,666.9756818978335,0.7298923383906868,775,1196.1391509270616,569.9050416270055,0.38909357578655107,0.028682239342264423,0.023196190343885714
G5_10x_D9_F5_T2,G5,2,1,1551.8510998307952,1039.8609962559049,0.7051469598403143,591,1190.4430245288258,584.1911252099042,0.4775862293523518,0.024911335340088388,0.019410416941398015
G2_10x_C4_F5_T1,G2,1,1,1216.6369680851064,1424.897179890893,0.6272956959085174,752,1166.6398091211936,568.429509480001,0.4490885571349101,0.02652501620908638,0.02034429305128741
G6_10x_G5_F1_T4,G6,4,1,866.5901960784314,4406.990498027855,0.715862157013903,510,1168.2441208113453,587.952661559928,0.38923840971748846,0.026060820639189304,0.022374135252478937
G4_10x_B5_F3_T2,G4,2,1,381.4222222222222,287.07703100108,0.5232964713451211,180,1118.6556012855501,540.2587980856972,0.40912849662988937,0.023476038570920347,0.017831728009247903
G2_10x_C4_F3_T1,G2,1,1,1198.9772727272727,1062.9456626783438,0.6315771580810031,396,1191.869029530962,570.6937569367145,0.41471757670165943,0.029444782975500673,0.023069711433400156
G5_10x_E9_F1_T3,G5,3,1,1164.9823943661972,1601.8778569866447,0.7584089197084475,568,1177.64503530219,565.2000690060739,0.6879526931021595,0.03258627649036962,0.030175657315291336
G5_10x_D8_F2_T2,G5,2,1,1618.8742746615087,1150.9260142117175,0.7470158049068815,517,1174.6588594373434,570.893895228372,0.3620968016458963,0.025501708019197128,0.017194663457099
G5_10x_F8_F4_T4,G5,4,1,1026.777120315582,1221.5282130089001,0.8066425389906045,507,1142.9261668071113,568.8096945194613,0.37758205139543366,0.015626919772206538,0.017340125291346258
G9_20x_A5_F1_T3,G9,3,2,1026.8,1329.4757463000217,0.7617745206150606,5,58.690389152496664,21.800572045193345,0.21674791937612642,0.059387948295241286,0.05811956363827613
G10_20x_E1_F1_T3,G10,3,1,335.8703703703704,400.17859653170484,0.5844575685471927,108,1227.5370473626,599.100995477659,0.18313309922358417,0.051226156807450386,0.04684436450004655
G9_20x_B3_F1_T5,G9,5,2,1026.4,1329.6792996809418,0.7621713877747219,5,58.68726157112121,21.79920726488736,0.16732617331418456,0.04989676293392408,0.04631449062849233
G5_10x_F9_F1_T4,G5,4,1,1284.121212121212,2159.525667020363,0.7399857382025263,198,861.3763050343674,460.92808055270586,0.605694667393016,0.020696259572727343,0.025516545004839585
G4_10x_D6_F2_T4,G4,4,1,826.1661092530658,524.983484636681,0.7780632975978391,897,1185.679829168398,569.544001887006,0.4480394728555712,0.032482397158079025,0.03021706339349301
G5_10x_D9_F2_T2,G5,2,1,1816.6589698046182,2479.9437950293955,0.6894504031159041,563,1225.5500166926736,586.7816178098522,0.575016685291402,0.022585034214012336,0.016431150146229513
G6_10x_E4_F3_T1,G6,1,1,1111.2810650887575,2103.80404071113,0.7648094867197448,676,1178.9948596876613,583.6981347054264,0.5538937224547011,0.0356087078149514,0.03128833221493592
G2_10x_F4_F3_T4,G2,4,1,914.201072386059,421.46793427675476,0.6810741306297257,746,1219.7395941475993,587.519052377696,0.44279830866836606,0.03262312424889005,0.029659194464460165
G1_10x_E5_F1_T4,G1,4,1,7715.841269841269,48185.772886375344,0.7126828231055676,126,937.9039662896524,608.0804610177149,0.250006242747333,0.03800439766963069,0.0498008534487378
G2_10x_D4_F2_T2,G2,2,1,1064.6915760869565,628.5257714396605,0.7228431241515243,736,1160.6738974960313,565.0109058446977,0.6281172753896782,0.05199089250914243,0.042158716114499076
G11_20x_G3_F2_T1,G11,1,1,1270.1991786447638,1474.8680863155794,0.671499634753976,487,1184.9869049157994,571.5126352298976,0.48329413879746236,0.022897445929629754,0.01836784003541447
G4_10x_E6_F2_T5,G4,5,1,804.1061571125265,456.18202240217585,0.7950802069706938,942,1211.3955985145315,582.0102542364165,0.47595681276293783,0.03849781811598387,0.033583626142631766
G4_10x_C6_F3_T3,G4,3,1,1147.8018979833926,743.6093008492867,0.7706777756294702,843,1182.1222109074135,566.3404595910333,0.47459494793567986,0.03224047154986016,0.026329397731255935
G5_10x_F9_F4_T4,G5,4,1,1082.8953974895398,759.615966940702,0.7738300399624309,717,1132.0975348062127,562.4616145162466,0.41054369295559245,0.015589212387355115,0.01320317839729432
G1_10x_C4_F2_T2,G1,2,1,1246.514705882353,1645.038996879504,0.7053255883210162,272,1190.325065701925,567.8509204887796,0.59708881694153,0.0237514467674459,0.023173957883383913
G6_10x_C4_F5_T3,G6,3,1,1137.4428104575163,658.5982080681155,0.7529501554754975,612,1195.2326022239658,578.4089323730914,0.3450550955569941,0.02194230862963491,0.01871518081506349
G2_10x_E4_F3_T3,G2,3,1,1245.7065217391305,725.2081284923522,0.7579283611500395,736,1149.998438798346,554.2138976113334,0.6524697078895402,0.06029436035893621,0.05319193855633251
G4_10x_D5_F1_T4,G4,4,1,824.3945578231293,607.5138387549479,0.7720544768974901,882,1177.1947475189743,559.7429196121843,0.4567156635008428,0.028976919817436095,0.025211444508973186
G4_10x_A5_F1_T1,G4,1,1,1996.2244897959183,11929.299386282646,0.6185302709280706,49,1248.5289571525989,575.3679334180135,0.4908040832068189,0.025840520185206654,0.01791676682851869
G4_10x_E6_F1_T5,G4,5,1,843.2762119503946,482.16791918007135,0.7707139404378897,887,1170.4657894653724,561.5534348089025,0.4783866178666971,0.028235053355812556,0.02406345181624484
G6_10x_G4_F1_T4,G6,4,1,918.0945709281962,852.6597460563951,0.7951668037726497,571,1080.1283518409107,539.8339184331512,0.30570273638265566,0.025140622417888753,0.024622262606859593
G2_10x_F3_F1_T4,G2,4,1,1013.2155887230514,802.5004703619314,0.7609283234877194,603,1202.5228941136286,603.059945967829,0.40779206462890294,0.03173605028765166,0.03468743189931517
G4_10x_E5_F3_T5,G4,5,1,816.6211936662606,426.21671246211116,0.7375302599354465,821,1185.5295266967164,570.1718728505865,0.4806429080600634,0.028953662304954268,0.025691821770114927
G1_10x_D4_F1_T3,G1,3,1,1063.7625,802.8733764384954,0.7265675147447669,800,1208.0877349372818,579.7010172139297,0.3071618932370559,0.05681952368180303,0.049923203954996054
G1_10x_E5_F3_T4,G1,4,1,4894.103092783505,95642.00263994402,0.7495312793855503,485,1114.7162957342166,615.6013355930805,0.20175451786864904,0.04687588247628918,0.045869740048140546
G9_20x_B2_F1_T4,G9,4,2,1027.0,1329.375041137752,0.7613232911997113,5,58.684563693739946,21.797123418604354,0.17871893316015258,0.05082305072734237,0.04890893560217695
G2_10x_D4_F3_T2,G2,2,1,1039.0945945945946,469.6537013161621,0.7292924795144384,814,1206.507962990205,578.4517730445632,0.576860162414532,0.048190005760833564,0.0390215404088124
G4_10x_A6_F3_T1,G4,1,1,884.3256637168141,475.38385808440563,0.6732678731000079,565,1135.2653778267465,548.0863665987658,0.4935285253945467,0.02833585105810541,0.02037193419380606
G5_10x_D9_F3_T2,G5,2,1,1675.733959311424,1757.4478369181809,0.7149694963258119,639,1198.5520657392162,581.0900810640054,0.5214915556063716,0.018692521027817963,0.012800841952121953
G2_10x_E4_F1_T3,G2,3,1,990.4414957780458,555.3274611962561,0.7682731501423036,829,1200.583702540224,574.8327787454847,0.4332571080910353,0.03724382253410345,0.0300595948655757
G5_10x_G9_F3_T5,G5,5,1,1125.9612676056338,1887.9320796130874,0.6983155434184053,284,1066.9938154658057,527.023797665206,0.5607948100496528,0.020111085971868285,0.02299135852203654
G5_10x_G9_F5_T5,G5,5,1,1840.8803088803088,14275.656346139996,0.707140287910014,259,1075.7905232974165,538.6363901614291,0.6666860794723253,0.01949219804221505,0.020497405828706152
G6_10x_E4_F5_T1,G6,1,1,1136.068676716918,714.6454699445867,0.7720491930315702,597,1102.7230484303057,546.6057746249658,0.33823728764638383,0.02227936596408196,0.018219157424767016
G6_10x_G4_F3_T4,G6,4,1,1011.2097759674134,2619.6372268681075,0.7761257468068582,491,1087.6991644749694,615.6192486070429,0.403746739752341,0.019878502651882502,0.017782482324431633
G4_10x_E5_F2_T5,G4,5,1,911.9615384615385,524.8006269431667,0.7736128527994044,832,1184.8699489925555,569.7661813577647,0.4917276093800413,0.029303763150066504,0.024803348295106165
G2_10x_G3_F2_T5,G2,5,1,5626.258928571428,11865.226735571783,0.678857246881636,224,1124.9273448577544,567.3469464576499,0.6535524661753647,0.03761571801569687,0.035411384322499996
G4_10x_A6_F1_T1,G4,1,1,776.0378006872852,515.5235072657858,0.6773191353832935,582,1155.333134411628,555.0409122496352,0.5460374394232369,0.028091718842025815,0.02074657468736208
G6_10x_D4_F5_T5,G6,5,1,1059.888888888889,557.1931978794829,0.7376544193415804,882,1180.8589583566984,569.8492743079935,0.5058293476634841,0.038086556543391235,0.02762167342741361
G5_10x_E8_F5_T3,G5,3,1,1344.567264573991,6082.599761600729,0.7725147924463127,446,1108.102484792262,551.1868687155245,0.38184488605883127,0.01620878410048928,0.015629358317918784
G2_10x_F4_F4_T4,G2,4,1,918.859375,517.2980669985561,0.6749094259257197,768,1150.2178148364671,554.589066667275,0.46805962137440404,0.03037724263197469,0.027184175036544623
G2_10x_E3_F3_T3,G2,3,1,936.6693679092383,507.94069344443426,0.7568362971834072,617,1170.4194468804185,575.2001156882159,0.633569242039856,0.05132828200495955,0.05214078128533902
G6_10x_D5_F3_T5,G6,5,1,1079.4886649874056,583.625445342184,0.7275919274129369,794,1206.162065399165,574.5712425858137,0.42681128282374076,0.03309517158232045,0.02436614571267143
G4_10x_D6_F3_T4,G4,4,1,901.5453539823009,637.7137661212422,0.788757342302554,904,1182.6297267367524,563.7408578524171,0.5121883486932494,0.03585088918614822,0.03124802703193532
G2_10x_C3_F2_T1,G2,1,1,7066.469696969697,92577.12316168082,0.6348466552594944,264,920.896364685821,462.14960579498677,0.3656011975304999,0.018827357458892514,0.01239227757488131
G5_10x_G9_F4_T5,G5,5,1,1232.1122448979593,4363.84368835327,0.7512115632420409,490,1096.564399703532,538.9229054470339,0.551936145563673,0.025416674746738758,0.027907079657702016
G6_10x_D5_F5_T5,G6,5,1,1095.7973333333334,644.4632611144115,0.7437015623777505,750,1146.900176680623,559.276129658418,0.5531084754983372,0.033689436648823866,0.025931815446865538
G6_10x_C4_F3_T3,G6,3,1,1357.2884615384614,1720.0124589948857,0.7179082337251711,624,1214.9133635333021,583.925846268588,0.40006540467059154,0.028562878031300216,0.025588638337282803
G6_10x_F5_F1_T2,G6,2,1,644.5,317.1323330514671,0.5634487144978356,6,1145.4889724901589,489.4564969016761,0.5103388767611269,0.016567571971849288,0.009699899495156945
