filename,group,treatment,day,mean_nucleus_area,std_nucleus_area,mean_eccentricity,num_objects,mean_nn_distance,std_nn_distance,mean_intensity,edge_mean,edge_std
G1_10x_F4_F1_T5,G1,5,1,1197.081841432225,1815.9226392292023,0.7123789570099084,782,1178.9320683552794,590.0182857510367,0.13243124342320076,0.036944590245003024,0.032359027627352405
G5_10x_E9_F2_T3,G5,3,1,1156.8302828618969,594.3918195009112,0.7513268414129898,601,1060.883731765832,511.9098453846888,0.4083452706475251,0.015687869612193983,0.013843205739347716
G4_10x_A6_F2_T1,G4,1,1,966.9024390243902,783.0728508056245,0.6738033256612946,615,1167.9855923519108,560.1580792527457,0.39627194569855345,0.029409826905455357,0.0217426097014127
G5_10x_G8_F3_T5,G5,5,1,1802.091463414634,4132.031921780136,0.6950256251457126,164,1284.8795957081059,628.2697651710994,0.5005121866391408,0.015639228697954956,0.01568625639309317
G1_10x_F4_F2_T5,G1,5,1,912.6833130328868,508.28378291310713,0.7107140924421701,821,1180.881053131835,568.6842397742009,0.1497572133651434,0.03287993470039914,0.029514388485630393
G5_10x_G7_F2_T1,G5,1,1,1739.9602888086642,2235.6784581191705,0.6554710205477926,277,1179.1551003724885,602.5362949176006,0.483610371773933,0.026516171514375,0.01741386332634088
G5_10x_G6_F1_T1,G5,1,1,1065.2716049382716,587.6516355369702,0.6139467273050524,243,1165.1688223428966,567.2555480003721,0.5202322956629957,0.021149847736314314,0.018173427791735804
G9_20x_B4_F1_T5,G9,5,2,1026.8,1329.4757463000217,0.7617745206150606,5,58.690389152496664,21.800572045193345,0.27470605193404407,0.0601593713870057,0.06300690548354929
G6_10x_F5_F2_T2,G6,2,1,407.75,454.56125824799454,0.6897650328116061,8,1151.9333581326468,568.8978346554567,0.5900532894515566,0.017784185241412336,0.011132687213293134
G4_10x_C5_F3_T3,G4,3,1,289.38860103626945,155.8684155910745,0.5313521296192797,193,1147.7038169091268,556.1287198186807,0.4614937262463462,0.02651099010411072,0.02171240396174722
G6_10x_C4_F4_T3,G6,3,1,1315.188790560472,1734.8558702704415,0.728332253314277,678,1174.9100275235128,576.13609018446,0.3991952906002501,0.028595728356091737,0.024178266672620238
G11_20x_E3_F1_T4,G11,4,1,2629.8471454880296,3360.958521174486,0.7444283638269107,543,1221.3062249364891,584.0840859402217,0.31050179770614433,0.01917050446341676,0.018098286081618797
G4_10x_C5_F2_T3,G4,3,1,265.3292682926829,134.27425110281087,0.5691297733326253,164,1175.5195491188374,570.5213784046432,0.4303788797801023,0.030066515347273236,0.02327966106049706
G6_10x_F5_F3_T2,G6,2,1,708.6666666666666,456.3349159943337,0.7587900181777437,3,876.9328893657238,268.0605413238321,0.4830773190619595,0.014993293421106078,0.00946890134645107
G9_20x_A3_F1_T2,G9,2,2,237.00416666666666,250.0382220434286,0.5904530484242778,240,1196.6738587928028,577.9550825791187,0.14961798547027313,0.04575072834122291,0.04086549206514177
G6_10x_G4_F2_T4,G6,4,1,1139.6572327044025,1332.0802389547432,0.7761083597799455,636,1159.0634386500703,573.429478079088,0.39518686347714427,0.0321932502981933,0.028360420109003085
G5_10x_E9_F5_T3,G5,3,1,1182.940418679549,646.7068900228645,0.7477097339062867,621,1208.8674206688288,581.0675107100839,0.4504754670732714,0.02353987398141541,0.020710442782451585
G2_10x_F4_F2_T4,G2,4,1,1806.2222222222222,1698.0079032519761,0.4881325016276948,9,944.6393110542332,466.78130097202927,0.6661814099579545,0.016225717472174255,0.013214413467570824
G5_10x_G6_F5_T1,G5,1,1,1405.6340206185566,2919.495519384912,0.6417674496950031,194,1264.4074152184503,617.0261085734436,0.456660370352567,0.021933348482012824,0.015172389801241627
G5_10x_E8_F3_T3,G5,3,1,1218.6558044806518,6001.578488703716,0.7664408300511966,491,1104.6252601778551,547.4335223791394,0.5950473120608736,0.026970181136284917,0.024501963578324692
G10_20x_B2_F1_T5,G10,5,1,752.4375,666.0712804491758,0.5759780033081352,176,1154.7671077565772,559.93635608898,0.20734191917989164,0.050480122778552496,0.0473362199211545
G1_10x_E5_F2_T4,G1,4,1,2574.2486486486487,34825.16399647555,0.7087220689379155,370,932.6739931552754,501.3502773639407,0.2398623186731627,0.04813454960008108,0.052665733503357536
G1_10x_C5_F5_T2,G1,2,1,1150.613953488372,1006.0358284760007,0.7245574885182273,215,1190.0005976773741,609.4339203396852,0.6590208484293881,0.02759061722298576,0.02993134900136616
G5_10x_E8_F4_T3,G5,3,1,1241.2314410480349,2572.958390828126,0.769948552892164,458,1086.1007626574253,561.1825388035419,0.3939078257793583,0.015043618110537851,0.012593081838646795
G5_10x_G7_F5_T1,G5,1,1,1588.2179104477611,1678.549552523318,0.6452764744980376,335,1104.1275301934118,574.6904529888402,0.5381825020943123,0.032868988337714795,0.021991293204747252
G5_10x_F9_F5_T4,G5,4,1,946.6,747.9330543525292,0.7684644700056611,435,1150.7637761532633,618.188434340956,0.38227040675194046,0.015377165303840066,0.015728049514502594
G5_10x_D9_F4_T2,G5,2,1,2117.462365591398,11305.310317775455,0.7197831323076643,837,1174.7020371146293,567.1892369242104,0.4442015086010857,0.028630368219160506,0.020888861193131218
G2_10x_D3_F3_T2,G2,2,1,1220.9005628517823,667.5073957047283,0.7004575460271003,533,1191.2387309834367,569.1647677821323,0.5878961167665228,0.037133287818952816,0.03363694431470163
G6_10x_D4_F4_T5,G6,5,1,983.0440180586908,442.604393678989,0.7253066115884382,886,1178.0192478721804,563.8511827070382,0.3892993973302689,0.02461813542646475,0.01681529628572941
G2_10x_C3_F5_T1,G2,1,1,7324.032110091744,45785.036614114986,0.6827117267343947,218,1049.7431629246607,523.6185928538947,0.3398348644235151,0.023864914316054326,0.016029909916266922
G1_10x_C5_F1_T2,G1,2,1,1202.4751773049645,874.4092439925247,0.7613852510094917,282,1216.9644388258303,591.3544371083289,0.5588369326486596,0.023437457156527668,0.02330531361909667
G4_10x_C6_F2_T3,G4,3,1,1063.1294536817102,820.7230191822428,0.7514111810406208,842,1186.8096012283418,568.7308204334092,0.4518993941739671,0.031084512708648492,0.02658832417134113
G5_10x_D8_F5_T2,G5,2,1,1584.2771822358345,1004.3948364505554,0.721726993636308,653,1202.855547505585,575.4319421998082,0.5138742694254962,0.026101601726407082,0.020404639125877977
G6_10x_D5_F2_T5,G6,5,1,1069.135453474676,532.8594988288825,0.7130210309057351,849,1163.638402412649,559.6241829595152,0.5037443182725244,0.029952624406805437,0.020048611553694872
G2_10x_G3_F1_T5,G2,5,1,1238.7587719298247,1123.4780518715477,0.7417024269195909,456,1208.886869480581,611.0349435785149,0.43867646017076384,0.033050230685376415,0.039966964893171565
G4_10x_B5_F1_T2,G4,2,1,402.3152709359606,248.89721128711537,0.5326286960075234,203,1135.9207718838172,543.6576456495421,0.48287339810042795,0.02569059198264198,0.020829889298878766
G2_10x_F3_F3_T4,G2,4,1,1237.556765163297,807.0195523156219,0.7613845585054146,643,1142.1488591201137,552.1712538162443,0.44945184789086695,0.03758921398472898,0.037599601616781116
G6_10x_E4_F2_T1,G6,1,1,1089.5281690140846,6559.566799391967,0.759495786244278,710,1178.2102522986404,576.0101202955852,0.4070992687257391,0.02930597994750464,0.026322884686985553
G10_20x_H1_F1_T4,G10,4,1,1226.7666666666667,633.6581427330133,0.7079767549065019,540,1155.7084595717897,561.1679172164254,0.2446123994588961,0.0450164501485483,0.0450589177564802
G2_10x_E3_F1_T3,G2,3,1,884.1474358974359,504.24347121470606,0.7496345901152315,624,1184.73004117998,562.6487637803087,0.373038965420321,0.03232128185561597,0.03071182195388839
G6_10x_G5_F5_T4,G6,4,1,974.9731092436974,3181.7773347109396,0.7364645376666645,595,1129.9852451541976,559.2563552407485,0.32442424237433104,0.022981325568716748,0.016879749785862336
G2_10x_G4_F1_T5,G2,5,1,1604.0560165975103,1619.2730244055617,0.7100975701443941,482,1153.214031861427,567.6362110444467,0.4588010840059148,0.036027880108374696,0.03965090234004949
G2_10x_G4_F2_T5,G2,5,1,2432.62851782364,2648.174878043873,0.6762372779015763,533,1201.0991416625998,576.8927301973873,0.448994095351716,0.03598903369268386,0.030869657880097608
G6_10x_E4_F1_T1,G6,1,1,1460.6543209876543,1213.1538912071999,0.7520868293479703,567,1214.3089283198035,580.8290901551045,0.35816372585346,0.02603796006022652,0.02179876743896146
G11_20x_C2_F1_T2,G11,2,1,1952.0411140583553,2897.601030919182,0.7389866469175497,754,1191.1833113421603,572.6993165714837,0.28679384211644204,0.022071335483783764,0.018096417067863184
G4_10x_B6_F1_T2,G4,2,1,441.008064516129,297.8060771918245,0.5166945479248648,124,1219.3731272398002,583.6572450876506,0.5022737362502393,0.033128856212389673,0.02514549369883076
G10_20x_A2_F1_T5,G10,5,1,690.931654676259,602.2586555083058,0.7171722787149097,278,1179.7441310673305,624.9662069623263,0.1634960557349597,0.042064114751523524,0.04302923940121635
G1_10x_E4_F2_T4,G1,4,1,936.8333333333334,1373.0901180265707,0.8074646627514147,6,64.51603642812091,28.916006254363282,0.0889950554874379,0.02498069937728819,0.020496011568734235
G6_10x_D5_F4_T5,G6,5,1,1046.6578616352201,474.24392648642737,0.7306420219601274,795,1194.4927389125282,580.5401723391336,0.3831586002036533,0.03319324974096855,0.0247269212390693
G1_10x_C5_F2_T2,G1,2,1,1240.9646017699115,1397.5587455003622,0.7485433120103354,339,1148.7767805834117,568.6934587191022,0.61093407133532,0.026755938602026644,0.024784457002202383
G1_10x_B4_F5_T1,G1,1,1,1916.8110831234258,1419.5847255538426,0.6317374463419599,397,1220.3890702454653,583.1071645437515,0.5306667348676862,0.028161174261485993,0.02392003686730628
G1_10x_C4_F3_T2,G1,2,1,1180.734693877551,1392.7070596871608,0.69441401356939,245,1163.9892505943474,560.4853715775726,0.5988277586307166,0.023525415668677635,0.021198286731115987
G4_10x_E5_F1_T5,G4,5,1,899.5169988276671,632.6872228255833,0.7494120487240673,853,1168.9587773789026,560.0979291488485,0.45522853061223423,0.028980622979362027,0.0237277915159347
G4_10x_A5_F3_T1,G4,1,1,985.3227091633466,543.0274580180865,0.6609364886381096,502,1182.2857040350718,566.117539395207,0.552819582870307,0.02630132256020054,0.018256530103454433
G5_10x_G8_F4_T5,G5,5,1,2060.608938547486,4282.682364842435,0.7126989396773066,179,1117.761392515348,596.2518797964827,0.5871196593071707,0.021925767405050135,0.022199622083227975
G2_10x_G3_F3_T5,G2,5,1,6619.150862068966,27563.103354387622,0.7129406257985191,232,1164.2442694938798,609.7803395800594,0.46714865244220494,0.03237279838174716,0.031501556144222884
G4_10x_E6_F3_T5,G4,5,1,879.8863892013499,4727.795812380283,0.7670398755698803,889,1159.3776406237503,557.7359698629123,0.4550237846335229,0.02976752274567537,0.02505494837803081
G2_10x_E4_F2_T3,G2,3,1,1134.200498132005,742.6096161458454,0.7640326554259788,803,1160.4957910073651,559.5276483687617,0.6052160268671455,0.05179821458656385,0.047048629136615644
G5_10x_F8_F1_T4,G5,4,1,1768.6579710144927,5573.680505874632,0.7840234649182827,345,1042.9974647867505,573.4071554794473,0.44837582300559753,0.02036686646874256,0.023271141526328597
G5_10x_E8_F2_T3,G5,3,1,1254.8405511811025,1502.3502362798395,0.7517794611159899,508,1085.4990180079592,534.8607809204383,0.6021052065351192,0.026484467424034798,0.025391492249827046
G1_10x_B5_F5_T1,G1,1,1,1608.6356589147288,567.0873213591284,0.6165883582061598,129,1219.9831982309804,584.5617260085284,0.6524822097318225,0.023068006738875216,0.021581953440659024
G4_10x_B5_F2_T2,G4,2,1,411.0838709677419,276.7551603351099,0.5306790146176799,155,1171.640791686049,571.6622512575917,0.5087250326537945,0.025174980651299556,0.01947046332944295
G5_10x_D9_F1_T2,G5,2,1,1799.8794178794178,3974.2107596572087,0.7067655811253869,481,1146.2509739476889,565.628152708647,0.5474496016291369,0.029563456294660766,0.02710006234170455
G11_20x_F2_F1_T5,G11,5,1,1600.1,1547.296353625261,0.7638264255012298,690,1184.9814102606106,565.3037477728348,0.40056627258391947,0.024675752473105474,0.024370697801857227
G1_10x_F5_F2_T5,G1,5,1,1107.185955786736,728.9439645966457,0.6924575241876066,769,1178.5568739781324,571.9955752395716,0.22091270172020527,0.06147108266324047,0.05483069561232866
G1_10x_D5_F1_T3,G1,3,1,1044.372767857143,636.6137217237639,0.6981507528656113,896,1160.9496680927975,555.337984848031,0.16116830331301563,0.04238033750343716,0.037256163853027414
G2_10x_F3_F2_T4,G2,4,1,5577.692063492063,57078.73071371947,0.6857555409258721,315,1004.1373115986503,499.7091860809076,0.6044224434443772,0.06592759175529517,0.06014179277943894
G11_20x_G3_F1_T1,G11,1,1,1419.7100371747213,1021.3397178545858,0.6688831338709336,538,1165.3927412922146,560.8000054406874,0.476672989909671,0.020425164313315942,0.015675745665089946
G6_10x_G5_F2_T4,G6,4,1,913.4478417266187,2332.155442904577,0.7362718992259122,556,1178.2486011442659,581.2890487388695,0.32110254956719414,0.024198111168484984,0.02179899543993552
G5_10x_F8_F5_T4,G5,4,1,783.0540540540541,1625.687451194125,0.8004098173034159,370,1180.976568879719,590.4233711665106,0.2991494617418845,0.01542051100949278,0.018247253992296368
G5_10x_F9_F2_T4,G5,4,1,1142.6318584070796,978.1499038405474,0.8003782430091715,565,1141.6457058310925,557.1570782452735,0.420553922430397,0.020938762153048143,0.021178567031186556
G4_10x_D5_F3_T4,G4,4,1,831.6858513189449,496.8602591654361,0.7468929088971509,834,1181.2146463537686,569.8398328295357,0.3457111783585083,0.020151025895024696,0.018085093184676385
G11_20x_C3_F1_T2,G11,2,1,1299.916820702403,2130.371548329418,0.6967999484174522,541,1154.6163545433874,567.7431214331546,0.29296972481804756,0.022667831463942686,0.021151492714869376
G1_10x_B5_F2_T1,G1,1,1,1730.0677966101696,691.0181965375388,0.5920842145156493,118,1133.1435859698056,552.8387541485945,0.6241014704981528,0.01852056759583846,0.013510815314079886
G10_20x_B1_F1_T1,G10,1,1,526.2615384615384,432.5316271912495,0.5857153204978635,195,1126.8753281131387,555.7598350762738,0.2562389905186201,0.07248696632505926,0.06538073223295518
G4_10x_C5_F1_T3,G4,3,1,268.9719101123595,127.01187371616402,0.5339817507391271,178,1155.1721066387108,561.840417005463,0.46140516542638615,0.029044408256978196,0.022535305642715515
G9_20x_A6_F1_T3,G9,3,2,1026.8,1329.4757463000217,0.7617745206150606,5,58.690389152496664,21.800572045193345,0.1974198070165047,0.04628005745007683,0.04605433724657767
G9_20x_A1_F1_T1,G9,1,2,1026.4,1329.6792996809418,0.7621713877747219,5,58.68726157112121,21.79920726488736,0.2128940854578334,0.05678226671642775,0.0520238723325824
G1_10x_B5_F1_T1,G1,1,1,1515.0866666666666,531.7896694078298,0.6291923609123758,150,1192.2212505078528,568.080144190476,0.5804564808223049,0.01469170227665741,0.01233432018878009
G2_10x_C4_F1_T1,G2,1,1,1040.0841121495328,554.9772320804148,0.6147019029506924,321,1221.7351095616514,588.849439883041,0.436415032957365,0.03025566648118122,0.021806210281466617
G1_10x_B4_F1_T1,G1,1,1,1555.3813229571983,562.7210663922881,0.5975978708421397,257,1243.4076323702825,599.8046145740723,0.5810687878062417,0.021384066983011752,0.01782256015905752
G1_10x_C5_F4_T2,G1,2,1,1112.6776119402984,1141.6936452691803,0.7705396276460258,335,1188.359343713527,570.6593112549525,0.5924911209558426,0.03016234267844955,0.026421252786781636
G5_10x_G8_F5_T5,G5,5,1,1256.8896103896104,1658.222172547581,0.7210122189741668,308,1069.8524236161716,532.9526736252201,0.41783774382127786,0.01643367000339866,0.01719302340455969
G1_10x_B4_F3_T1,G1,1,1,1611.2845188284518,823.2428749663901,0.618762387817177,239,1124.097545153666,543.3076204250611,0.5773645311227155,0.02198045901605238,0.01566509389908574
G4_10x_D6_F1_T4,G4,4,1,715.9541088580577,454.5995118164298,0.7678161019947651,937,1179.9710809786438,564.819468600197,0.4573231819383479,0.02870191665775497,0.025663054069182043
G1_10x_F4_F3_T5,G1,5,1,1032.649051490515,627.8036089535401,0.6904951139084315,738,1245.9848730077442,599.4048398304786,0.15213484675484415,0.034868972215821865,0.03421174372138931
G4_10x_A5_F2_T1,G4,1,1,1073.7641996557659,730.8762391323979,0.6603727971794469,581,1112.5982414950954,540.3045547104464,0.40699326186644513,0.026374062893012813,0.017601692899930344
G10_20x_C1_F1_T2,G10,2,1,378.11538461538464,494.0055532950925,0.6161245239691323,182,977.2213143741873,544.5352981528565,0.23359455332049628,0.0558337176876406,0.054011879112001906
G1_10x_C4_F4_T2,G1,2,1,1634.2604166666667,3117.3178583679633,0.5774942158860553,96,1032.4966326429726,538.1986889205488,0.4783128129414998,0.01995571366494493,0.01746692593028281
G5_10x_F9_F3_T4,G5,4,1,1049.217672413793,2337.3951059882947,0.7587165125991568,464,1080.6334666882146,528.3332992874523,0.635639592945265,0.02865043113466809,0.033334883430948155
G10_20x_D1_F1_T2,G10,2,1,936.5,1373.2390845491302,0.8071926243398441,6,64.5121247491219,28.913140258231355,0.21366485318013329,0.06266395062383529,0.05987508720149399
G1_10x_E4_F3_T4,G1,4,1,936.8333333333334,1373.1011636276314,0.8068961677678397,6,64.5172786456199,28.914048818909528,0.10700108519455466,0.03409995031123662,0.027627701160862172
G2_10x_G4_F3_T5,G2,5,1,2291.4328358208954,2061.7452954716355,0.6959885901114325,536,1167.7550955886218,564.1936670968873,0.6561019609096513,0.03861979937007949,0.034230345686560026
G5_10x_G6_F2_T1,G5,1,1,1651.7038327526132,12105.413531389311,0.6289796746509082,287,1231.9206451776558,597.3348423437051,0.47690010502755176,0.023578766425108717,0.019627160652266506
G6_10x_E4_F4_T1,G6,1,1,1308.997150997151,5727.6629398148625,0.7646454383733664,702,1133.936512165289,551.1796853180003,0.4408290015323855,0.03294219475627587,0.027808042298434952
G9_20x_A4_F1_T2,G9,2,2,1027.0,1329.3697754951404,0.7610808855032629,5,58.69678000307882,21.799881030754392,0.22658906276898855,0.04980316694460121,0.04815448686392455
G5_10x_E9_F3_T3,G5,3,1,1241.8030127462341,1135.110902393472,0.7542464558352996,863,1175.6744895231259,566.5354523740408,0.45361863536082914,0.02455386036737555,0.018752159936296864
G6_10x_D4_F3_T5,G6,5,1,961.5027203482045,457.5435116018167,0.726811474305131,919,1198.190420993384,579.7525357319262,0.3876245969190147,0.029384987298433692,0.021050915721821172
G2_10x_C3_F3_T1,G2,1,1,2260.1975308641977,7184.788831522758,0.6437872098483967,324,1064.9419251449283,525.6841939303755,0.3425224612011915,0.020734396744968263,0.013363640497587806
G5_10x_G7_F1_T1,G5,1,1,1738.292349726776,2487.141543889366,0.6263502556963737,366,1107.6802000549721,548.060744517444,0.4466414397463127,0.028815992445500073,0.01927707331925692
G1_10x_F5_F1_T5,G1,5,1,1215.9600443951165,1400.794136017177,0.7119941393016334,901,1200.8957368917759,578.753926513195,0.2332840390163526,0.06026232854937427,0.05070803619820502
G11_20x_E2_F1_T4,G11,4,1,3514.257085020243,5415.385991220505,0.7275691122585137,494,1198.559229556528,576.2724593633848,0.3241794110204221,0.020084888486973474,0.01780143996200576
G5_10x_G9_F1_T5,G5,5,1,2605.4651162790697,10916.861522218498,0.6958274559367009,215,959.9415010225686,470.32327853624696,0.5335694571567773,0.02424437081261554,0.02689606419755058
G2_10x_D3_F4_T2,G2,2,1,1233.6781609195402,783.2426942490323,0.7337918417736013,609,1173.151543878173,565.6772120563169,0.339175121572241,0.02408946588862802,0.021615553615933494
G1_10x_B4_F2_T1,G1,1,1,1577.7531914893616,853.4919303987425,0.6097936086678507,235,1164.5553193066548,555.0945787186188,0.5672728825168728,0.024168103760984373,0.01843150310379274
G6_10x_F5_F5_T2,G6,2,1,518.3333333333334,539.0686927985668,0.7149982626290745,12,1072.4822919631595,531.5453537004835,0.6074902341250408,0.017570037357467757,0.01092626469646744
G2_10x_C3_F4_T1,G2,1,1,3283.8275862068967,6627.3336215977015,0.6570486134742577,261,1224.5520191327978,626.8977086539317,0.4026719762167839,0.02169273507020004,0.01541667232819432
G6_10x_G5_F4_T4,G6,4,1,1280.5450160771704,5429.169072733029,0.7341617979572104,622,1231.9837000234359,607.6935070467987,0.33714282323413575,0.02351479717146607,0.017096602601819656
G2_10x_C3_F1_T1,G2,1,1,1703.6185819070904,1287.3274209578801,0.6627620312036258,409,1157.5293237501269,583.0164680483492,0.40904409952911197,0.02328096552861852,0.015345945564258652
G5_10x_E9_F4_T3,G5,3,1,1148.9020674646354,680.6454428837878,0.7458343452588959,919,1171.471913612025,561.1558941778103,0.3684561428435458,0.019951594966554572,0.013849927504881199
